rank,name,genre,country,formed,split,fans,band_link,img_link
2571,Night Crowned,melodic black,Sweden,2016,-,17,band.php?band_id=11472,../images/bands/11472.jpg
2572,Noctiferia,"black, industrial, death",Slovenia,1992,-,17,band.php?band_id=2845,../images/bands/2845.jpg
2573,Ocean Of Grief,"melodic death, melodic doom",Greece,2014,-,17,band.php?band_id=10292,../images/bands/10292.jpg
2574,Paganizer,death,Sweden,1998,-,17,band.php?band_id=703,../images/bands/703.jpg
2575,Potentiam,avantgarde black,Iceland,1997,-,17,band.php?band_id=3161,../images/bands/3161.jpg
2576,Profane Omen,"groove thrash, alternative",Finland,1999,-,17,band.php?band_id=4005,../images/bands/4005.jpg
2577,Psygnosis,extreme progressive,France,2009,-,17,band.php?band_id=8180,../images/bands/8180.jpg
2578,Quorthon,"alternative, alternative rock",Sweden,1993,2004,17,band.php?band_id=1040,../images/bands/1040.jpg
2579,Qutin,"progressive death, technical thrash",Iran,2002,-,17,band.php?band_id=6393,../images/bands/6393.jpg
2580,Rorcal,"doom, sludge, hardcore, black",Switzerland,2006,-,17,band.php?band_id=3512,../images/bands/3512.jpg
2581,ROSK,post-black,Poland,2014,-,17,band.php?band_id=9873,../images/bands/9873.jpg
2582,Sarpanitum,brutal death,United Kingdom,2003,-,17,band.php?band_id=2425,../images/bands/2425.jpg
2583,Sebastien,melodic power,Czech Republic,1999,-,17,band.php?band_id=7191,../images/bands/7191.jpg
2584,Sir Lord Baltimore,"heavy, hard rock",USA,1968,2015,17,band.php?band_id=3754,../images/bands/3754.jpg
2585,Soilent Green,"sludge, grindcore",USA,1988,-,17,band.php?band_id=3260,../images/bands/3260.jpg
2586,Sur Austru,"black, folk",Romania,2018,-,17,band.php?band_id=10795,../images/bands/10795.jpg
2587,Survivor,heavy,USA,1976,1981,17,band.php?band_id=9737,../images/bands/9737.jpg
2588,Tenet,"death, thrash",Canada,1996,-,17,band.php?band_id=4229,../images/bands/4229.jpg
2589,The Answer,hard rock,United Kingdom,2000,-,17,band.php?band_id=2570,../images/bands/2570.jpg
2590,The Blinded,"gothenburg, melodic metalcore",Sweden,2000,-,17,band.php?band_id=820,../images/bands/820.jpg
2591,The Doomsday Kingdom,doom,Sweden,2016,-,17,band.php?band_id=9788,../images/bands/9788.jpg
2592,Tomorrow's Eve,progressive,Germany,1998,-,17,band.php?band_id=3515,../images/bands/3515.jpg
2593,Trollech,pagan black,Czech Republic,1999,-,17,band.php?band_id=4566,../images/bands/4566.jpg
2594,Tystnaden,"gothic, gothenburg",Italy,1998,-,17,band.php?band_id=2093,../images/bands/2093.jpg
2595,Vampire,"death, blackened thrash",Sweden,2011,-,17,band.php?band_id=8896,../images/bands/8896.jpg
2596,Vattnet,progressive,USA,2017,-,17,band.php?band_id=7925,../images/bands/7925.jpg
2597,Verjnuarmu,melodic death,Finland,2001,2018,17,band.php?band_id=1088,../images/bands/1088.jpg
2598,Vomit The Soul,brutal death,Italy,1999,-,17,band.php?band_id=1800,../images/bands/1800.jpg
2599,Waste Of Space Orchestra,"psychedelic doom, psychedelic black",Finland,2018,-,17,band.php?band_id=10497,../images/bands/10497.jpg
2600,Wayd,progressive death,Slovak Republic,1994,-,17,band.php?band_id=452,../images/bands/452.jpg
2601,Wildernessking,progressive black,South Africa,2011,-,17,band.php?band_id=6754,../images/bands/6754.jpg
2602,Year Of The Goat,hard rock,Sweden,2006,-,17,band.php?band_id=9113,../images/bands/9113.jpg
2603,Acacia,black doom,Sweden,2012,-,16,band.php?band_id=9393,../images/bands/9393.jpg
2604,Acid Reign,thrash,United Kingdom,1985,-,16,band.php?band_id=4402,../images/bands/4402.jpg
2605,Addaura,atmospheric black,USA,2008,-,16,band.php?band_id=7387,../images/bands/7387.jpg
2606,Aeba,black,Germany,1992,2013,16,band.php?band_id=3287,../images/bands/3287.jpg
2607,All Pigs Must Die,"grindcore, hardcore",USA,2010,-,16,band.php?band_id=8126,../images/bands/8126.jpg
2608,Anthelion,symphonic black,Taiwan,2001,-,16,band.php?band_id=6073,../images/bands/6073.jpg
2609,Asrai,gothic,The Netherlands,1988,-,16,band.php?band_id=1212,../images/bands/1212.jpg
2610,Audrey Horne,"hard rock, alternative rock",Norway,2002,-,16,band.php?band_id=8114,../images/bands/8114.jpg
2611,Backyard Babies,"hard rock, glam",Sweden,1987,-,16,band.php?band_id=3401,../images/bands/3401.jpg
2612,Baest,death,Denmark,2016,-,16,band.php?band_id=10951,../images/bands/10951.jpg
2613,Black Cobra,sludge,USA,2002,-,16,band.php?band_id=3863,../images/bands/3863.jpg
2614,Blinded By Faith,"melodic black, death, thrash",Canada,1996,-,16,band.php?band_id=2440,../images/bands/2440.jpg
2615,Cargo,"hard rock, heavy",Romania,1985,-,16,band.php?band_id=6680,../images/bands/6680.jpg
2616,Cemetery Of Scream,gothic doom,Poland,1992,-,16,band.php?band_id=2133,../images/bands/2133.jpg
2617,Claymore,"melodic death, melodic black",Bulgaria,1999,-,16,band.php?band_id=4728,../images/bands/4728.jpg
2618,Cnoc An Tursa,"folk, black",United Kingdom,2006,-,16,band.php?band_id=8148,../images/bands/8148.jpg
2619,Consummatum Est,"black, funeral doom",Italy,2003,-,16,band.php?band_id=4939,../images/bands/4939.jpg
2620,Crow Black Sky,"melodic death, black",South Africa,2009,-,16,band.php?band_id=6443,../images/bands/6443.jpg
2621,Crystal Ball,power,Switzerland,1995,-,16,band.php?band_id=842,../images/bands/842.jpg
2622,Darkness,thrash,Germany,1984,-,16,band.php?band_id=8079,../images/bands/8079.jpg
2623,Desecravity,"technical death, brutal death",Japan,2007,-,16,band.php?band_id=6947,../images/bands/6947.jpg
2624,Disharmonic Orchestra,"death, grindcore, avantgarde, progressive",Austria,1987,-,16,band.php?band_id=4379,../images/bands/4379.jpg
2625,Dominici,progressive,USA,2004,-,16,band.php?band_id=2306,../images/bands/2306.jpg
2626,Dungeon,power,Australia,1989,2005,16,band.php?band_id=839,../images/bands/839.jpg
2627,Eschatos,progressive black,Latvia,2012,-,16,band.php?band_id=7759,../images/bands/7759.jpg
2628,Eternal Idol,"power, symphonic, heavy, progressive",Italy,2016,-,16,band.php?band_id=9772,../images/bands/9772.jpg
2629,Eventide,"gothenburg, progressive",Sweden,1998,-,16,band.php?band_id=1694,../images/bands/1694.jpg
2630,Eyes Of Noctum,symphonic black,USA,2005,2012,16,band.php?band_id=5957,../images/bands/5957.jpg
2631,Hansen & Friends,"heavy, power",Germany,2016,-,16,band.php?band_id=9739,../images/bands/9739.jpg
2632,Hayagriva,melodic black,Malaysia,1993,-,16,band.php?band_id=5949,../images/bands/5949.jpg
2633,HDK,"thrash, symphonic",The Netherlands,2006,-,16,band.php?band_id=4121,../images/bands/4121.jpg
2634,Hearse,melodic death,Sweden,2001,-,16,band.php?band_id=2917,../images/bands/2917.jpg
2635,Hermh,"black, symphonic black, gothic",Poland,1993,-,16,band.php?band_id=2153,../images/bands/2153.jpg
2636,Hieronymus Bosch,progressive death,Russia,1993,2010,16,band.php?band_id=4622,../images/bands/4622.jpg
2637,Holy Knights,"power, symphonic",Italy,1998,-,16,band.php?band_id=9222,../images/bands/9222.jpg
2638,Hourglass,progressive,USA,1999,-,16,band.php?band_id=2763,../images/bands/2763.jpg
2639,Ironsword,heavy,Portugal,1995,-,16,band.php?band_id=1600,../images/bands/1600.jpg
2640,Kadenzza,avantgarde black,Japan,1993,-,16,band.php?band_id=1624,../images/bands/1624.jpg
2641,Kaleikr,"black, progressive death",Iceland,2018,-,16,band.php?band_id=10426,../images/bands/10426.jpg
2642,Krohm,"black, atmospheric black, depressive black",USA,1995,-,16,band.php?band_id=4398,../images/bands/4398.jpg
2643,Lair Of The Minotaur,sludge,USA,2003,-,16,band.php?band_id=3671,../images/bands/3671.jpg
2644,Laster,atmospheric black,The Netherlands,2012,-,16,band.php?band_id=8605,../images/bands/8605.jpg
2645,Legenda Aurea,"symphonic power, symphonic progressive",Switzerland,2005,-,16,band.php?band_id=5029,../images/bands/5029.jpg
2646,Liberteer,grindcore,USA,2011,-,16,band.php?band_id=6792,../images/bands/6792.jpg
2647,Lord Symphony,power,Indonesia,2005,-,16,band.php?band_id=5439,../images/bands/5439.jpg
2648,Malokarpatan,"black, speed",Slovak Republic,2014,-,16,band.php?band_id=10947,../images/bands/10947.jpg
2649,Marionette,"melodic death, metalcore",Sweden,2005,2017,16,band.php?band_id=3100,../images/bands/3100.jpg
2650,Metalforce,"heavy, power",Germany,2008,2011,16,band.php?band_id=3299,../images/bands/3299.jpg
2651,Mutoid Man,"progressive, hardcore, hard rock",USA,2012,-,16,band.php?band_id=9112,../images/bands/9112.jpg
2652,Oddland,"progressive rock, progressive",Finland,2002,-,16,band.php?band_id=7283,../images/bands/7283.jpg
2653,Omb,"progressive, avantgarde",Israel,2009,-,16,band.php?band_id=7966,../images/bands/7966.jpg
2654,Orkrist,"melodic black, doom",Slovak Republic,2000,-,16,band.php?band_id=5189,../images/bands/5189.jpg
2655,Ortega,"doom, sludge",The Netherlands,2007,-,16,band.php?band_id=5762,../images/bands/5762.jpg
2656,PÃ¤nzer,heavy,Germany,2014,-,16,band.php?band_id=8541,../images/bands/8541.jpg
2657,Panychida,"pagan folk, pagan black",Czech Republic,2004,-,16,band.php?band_id=4565,../images/bands/4565.jpg
2658,Panzerballett,"progressive, jazz",Germany,2004,-,16,band.php?band_id=7417,../images/bands/7417.jpg
2659,Plebeian Grandstand,"black, hardcore",France,2005,-,16,band.php?band_id=8573,../images/bands/8573.jpg
2660,Pyogenesis,"death, gothic doom, alternative rock, punk rock",Germany,1989,-,16,band.php?band_id=9210,../images/bands/9210.jpg
2661,Pyrithion,death,USA,2012,-,16,band.php?band_id=7787,../images/bands/7787.jpg
2662,Ramesses,"doom, stoner",United Kingdom,2003,-,16,band.php?band_id=4691,../images/bands/4691.jpg
2663,Revel In Flesh,"thrash, death",Germany,2003,-,16,band.php?band_id=6908,../images/bands/6908.jpg
2664,Ride The Sky,progressive power,Sweden,2006,2008,16,band.php?band_id=2696,../images/bands/2696.jpg
2665,Riger,pagan black,Germany,1996,2015,16,band.php?band_id=3286,../images/bands/3286.jpg
2666,Rimfrost,black,Sweden,2002,2019,16,band.php?band_id=10369,../images/bands/10369.jpg
2667,Silent Planet,metalcore,USA,2010,-,16,band.php?band_id=8547,../images/bands/8547.jpg
2668,Six Magics,power,Chile,1996,-,16,band.php?band_id=1006,../images/bands/1006.jpg
2669,Sleestak,"stoner, psychedelic rock",USA,2003,-,16,band.php?band_id=5824,../images/bands/5824.jpg
2670,SortilÃ¨ge,heavy,France,1981,-,16,band.php?band_id=4827,../images/bands/4827.jpg
2671,Souldrainer,melodic death,Sweden,1998,-,16,band.php?band_id=3461,../images/bands/3461.jpg
2672,Spitfire,power,Greece,1984,-,16,band.php?band_id=3314,../images/bands/3314.jpg
2673,Stribog,"black, folk",Croatia,2005,-,16,band.php?band_id=6934,../images/bands/6934.jpg
2674,Switchtense,groove thrash,Portugal,2002,-,16,band.php?band_id=4281,../images/bands/4281.jpg
2675,Tarantula,"power, heavy",Portugal,1981,-,16,band.php?band_id=1602,../images/bands/1602.jpg
2676,The Wounded,"gothic, atmospheric rock",The Netherlands,1998,-,16,band.php?band_id=77,../images/bands/77.jpg
2677,Trials,thrash,USA,2008,-,16,band.php?band_id=6773,../images/bands/6773.jpg
2678,Trigger The Bloodshed,death,United Kingdom,2006,-,16,band.php?band_id=3205,../images/bands/3205.jpg
2679,Unearthly Trance,"doom, sludge",USA,2000,-,16,band.php?band_id=4825,../images/bands/4825.jpg
2680,Vendetta,heavy,United Kingdom,2006,-,16,band.php?band_id=2582,../images/bands/2582.jpg
2681,Vengeance Rising,thrash,USA,1985,1992,16,band.php?band_id=5468,../images/bands/5468.jpg
2682,Voodoocult,thrash,Germany,1994,1996,16,band.php?band_id=2702,../images/bands/2702.jpg
2683,Vulvodynia,"brutal death, deathcore",South Africa,2014,-,16,band.php?band_id=9027,../images/bands/9027.jpg
2684,Wolfbrigade,crust punk,Sweden,1995,-,16,band.php?band_id=7571,../images/bands/7571.jpg
2685,Abiotic,"progressive deathcore, technical death",USA,2010,-,15,band.php?band_id=7456,../images/bands/7456.jpg
2686,Acyl,"progressive, oriental folk",France,2006,-,15,band.php?band_id=7188,../images/bands/7188.jpg
2687,Aldious,power,Japan,2008,-,15,band.php?band_id=7352,../images/bands/7352.jpg
2688,Ambush,heavy,Sweden,2013,-,15,band.php?band_id=9012,../images/bands/9012.jpg
2689,Antropomorphia,death,The Netherlands,1989,-,15,band.php?band_id=7564,../images/bands/7564.jpg
2690,Aoratos,black,USA,2017,-,15,band.php?band_id=10535,../images/bands/10535.jpg
2691,Asenblut,pagan black,Germany,2006,-,15,band.php?band_id=7100,../images/bands/7100.jpg
2692,Atramentus,funeral doom,Canada,2012,-,15,band.php?band_id=12399,../images/bands/12399.jpg
2693,BÃ¼tcher,"speed, heavy, black",Belgium,2002,-,15,band.php?band_id=11374,../images/bands/11374.jpg
2694,Beastwars,"sludge, stoner",New Zealand,2007,-,15,band.php?band_id=7389,../images/bands/7389.jpg
2695,Bewitched (SWE),"heavy, power, speed, thrash",Sweden,1995,-,15,band.php?band_id=3619,../images/bands/3619.jpg
2696,Black River,"heavy, stoner",Poland,2008,-,15,band.php?band_id=4865,../images/bands/4865.jpg
2697,Black Witchery,"black, death",USA,1991,-,15,band.php?band_id=7241,../images/bands/7241.jpg
2698,Bloodsoaked,brutal death,USA,2006,-,15,band.php?band_id=2456,../images/bands/2456.jpg
2699,Bodyfarm,death,The Netherlands,2009,-,15,band.php?band_id=10336,../images/bands/10336.jpg
2700,Brimstone Coven,"doom, stoner rock",USA,2011,-,15,band.php?band_id=8503,../images/bands/8503.jpg
2701,Burning Witches,"power, heavy",Switzerland,2015,-,15,band.php?band_id=9922,../images/bands/9922.jpg
2702,Candiria,"jazz, avantgarde math, grindcore, fusion",USA,1992,-,15,band.php?band_id=552,../images/bands/552.jpg
2703,Casketgarden,thrash,Hungary,1998,2012,15,band.php?band_id=861,../images/bands/861.jpg
2704,Castevet,"progressive black, post-metal, hardcore",USA,2006,2014,15,band.php?band_id=5960,../images/bands/5960.jpg
2705,Cripple Bastards,grindcore,Italy,1988,-,15,band.php?band_id=2110,../images/bands/2110.jpg
2706,Crypta,death,Brazil,2019,-,15,band.php?band_id=12005,../images/bands/12005.jpg
2707,Dark Forest,"heavy, power",United Kingdom,2002,-,15,band.php?band_id=4247,../images/bands/4247.jpg
2708,Daysend,thrash,Australia,2003,2011,15,band.php?band_id=2920,../images/bands/2920.jpg
2709,De Magia Veterum,avantgarde black,The Netherlands,2003,-,15,band.php?band_id=4937,../images/bands/4937.jpg
2710,Diocletian,"black, death",New Zealand,2004,-,15,band.php?band_id=7301,../images/bands/7301.jpg
2711,DzÃ¶-nga,atmospheric black,USA,2016,-,15,band.php?band_id=10996,../images/bands/10996.jpg
2712,EÃ¯s,black,Germany,2010,-,15,band.php?band_id=3540,../images/bands/3540.jpg
2713,Eidolon,"power, speed",Canada,1993,-,15,band.php?band_id=274,../images/bands/274.jpg
2714,Eternal Oath,"death, gothic",Sweden,1991,-,15,band.php?band_id=1150,../images/bands/1150.jpg
2715,F.K.Ãœ.,thrash,Sweden,1987,-,15,band.php?band_id=5759,../images/bands/5759.jpg
2716,Firtan,black,Germany,2010,-,15,band.php?band_id=8499,../images/bands/8499.jpg
2717,Frontside,metalcore,Poland,1993,-,15,band.php?band_id=2164,../images/bands/2164.jpg
2718,Fukpig,"black, crust punk",United Kingdom,2001,-,15,band.php?band_id=4690,../images/bands/4690.jpg
2719,Godthrymm,epic doom,United Kingdom,2017,-,15,band.php?band_id=11422,../images/bands/11422.jpg
2720,Gorement,death,Sweden,1989,1996,15,band.php?band_id=8152,../images/bands/8152.jpg
2721,Grand Supreme Blood Court,"death, doom",The Netherlands,2009,-,15,band.php?band_id=7533,../images/bands/7533.jpg
2722,Guillotine,thrash,Sweden,1995,-,15,band.php?band_id=3539,../images/bands/3539.jpg
2723,Halloween,heavy,USA,1981,-,15,band.php?band_id=7374,../images/bands/7374.jpg
2724,Hath,death,USA,2013,-,15,band.php?band_id=10641,../images/bands/10641.jpg
2725,He Came From The Sun,"technical death, progressive death, blackened death, death doom, death, symphonic death",Belgium,1993,-,15,band.php?band_id=2593,../images/bands/2593.jpg
2726,Heed,power,Sweden,2004,2008,15,band.php?band_id=2043,../images/bands/2043.jpg
2727,Hellveto,atmospheric black,Poland,1995,2014,15,band.php?band_id=1956,../images/bands/1956.jpg
2728,Himinbjorg,pagan black,France,1996,-,15,band.php?band_id=348,../images/bands/348.jpg
2729,Hobbs' Angel Of Death,thrash,Australia,1987,2019,15,band.php?band_id=7984,../images/bands/7984.jpg
2730,Jucifer,"alternative rock, sludge, alternative, noise",USA,1993,-,15,band.php?band_id=4686,../images/bands/4686.jpg
2731,KabÃ¡t,"thrash, melodic heavy, hard rock",Czech Republic,1983,-,15,band.php?band_id=5107,../images/bands/5107.jpg
2732,Kardashev,"atmospheric death, deathcore",USA,2012,-,15,band.php?band_id=9238,../images/bands/9238.jpg
2733,Kells,"symphonic gothic, alternative",France,2001,2015,15,band.php?band_id=5402,../images/bands/5402.jpg
2734,Kistvaen,black,Romania,2008,-,15,band.php?band_id=5419,../images/bands/5419.jpg
2735,Latitudes,"post-metal, sludge",United Kingdom,2006,-,15,band.php?band_id=9273,../images/bands/9273.jpg
2736,Lord Vampyr,"black, gothic",Italy,2004,-,15,band.php?band_id=1595,../images/bands/1595.jpg
2737,Mandrake,gothic,Germany,1997,-,15,band.php?band_id=798,../images/bands/798.jpg
2738,Marko Hietala,"hard rock, rock, folk",Finland,2019,-,15,band.php?band_id=11021,../images/bands/11021.jpg
2739,Melted Space,"symphonic, ambient, neoclassical",France,2007,-,15,band.php?band_id=9462,../images/bands/9462.jpg
2740,Moby Dick,thrash,Hungary,1980,-,15,band.php?band_id=5164,../images/bands/5164.jpg
2741,Mord'A'Stigmata,black,Poland,2004,-,15,band.php?band_id=8096,../images/bands/8096.jpg
2742,Mortem,death,Peru,1986,-,15,band.php?band_id=455,../images/bands/455.jpg
2743,Murder Construct,deathgrind,USA,2001,-,15,band.php?band_id=7304,../images/bands/7304.jpg
2744,Noisem,"death, thrash",USA,2013,-,15,band.php?band_id=8813,../images/bands/8813.jpg
2745,Oak Pantheon,"melodic black, post-metal",USA,2011,-,15,band.php?band_id=6984,../images/bands/6984.jpg
2746,Oakenshield,viking folk,United Kingdom,2004,-,15,band.php?band_id=2415,../images/bands/2415.jpg
2747,Omega Massif,sludge,Germany,2005,2014,15,band.php?band_id=3480,../images/bands/3480.jpg
2748,Operation: Mindcrime,progressive,USA,2014,-,15,band.php?band_id=7758,../images/bands/7758.jpg
2749,Phobia,grindcore,USA,1990,-,15,band.php?band_id=4282,../images/bands/4282.jpg
2750,Pitchshifter,"industrial, alternative",United Kingdom,1989,-,15,band.php?band_id=553,../images/bands/553.jpg
2751,Portrait,heavy,Sweden,2006,-,15,band.php?band_id=6315,../images/bands/6315.jpg
2752,Postmortem (Iran),"death, doom",Iran,2004,-,15,band.php?band_id=2906,../images/bands/2906.jpg
2753,Probot,"heavy, stoner",USA,2001,2004,15,band.php?band_id=2557,../images/bands/2557.jpg
2754,Rain Delay,avantgarde,Serbia,2003,-,15,band.php?band_id=4469,../images/bands/4469.jpg
2755,Red Moon Architect,"melodic doom, melodic death",Finland,2011,-,15,band.php?band_id=10557,../images/bands/10557.jpg
